"id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","condition.ind"
3124059006,1250000,4,3.25,3820,24166,"2","0","1","4","11",3310,510,1990,0,"1"
2473400110,315500,3,1.75,1870,8400,"1","0","0","3","7",990,880,1977,0,"0"
1714900060,442000,5,3,2560,5445,"1.5","0","0","4","7",1760,800,1927,0,"1"
2619920170,765000,4,2.5,3230,4290,"2","0","0","3","9",3230,0,2004,0,"0"
2781250750,222000,2,2,1360,3300,"2","0","0","3","6",1360,0,2004,0,"0"
2644900149,364000,2,1.5,1650,7311,"1","0","0","3","7",860,790,1978,0,"0"
3300701170,395000,3,1,1500,4000,"1","0","0","3","6",900,600,1925,0,"0"
6146600175,129000,2,1,760,5240,"1","0","0","3","6",760,0,1949,0,"0"
2460500020,305000,4,1.75,2370,10140,"1","0","0","3","7",1460,910,1968,0,"0"
6649250410,317000,4,2.5,2160,8049,"2","0","0","3","9",2160,0,1988,0,"0"
8562500380,679000,4,2.5,3080,8451,"1","0","0","3","7",1540,1540,1969,0,"0"
9265880040,557000,4,2.5,2840,4500,"2","0","0","3","8",2840,0,2012,0,"0"
293070010,849990,4,2.75,3300,4987,"2","0","0","3","9",3300,0,2014,0,"0"
6430500219,415000,1,1,1230,3774,"1","0","0","4","6",830,400,1924,0,"1"
776600130,275000,3,1.5,1180,10277,"1","0","0","3","6",1180,0,1983,0,"0"
7518500301,490000,3,1,1180,2250,"1.5","0","0","3","7",1180,0,1902,0,"0"
5093300325,1610000,4,3.5,4390,11600,"2","0","3","3","11",3060,1330,1990,0,"0"
6083000037,230000,2,1,930,7550,"1","0","0","3","6",930,0,1986,0,"0"
1565900070,246500,3,2,1430,8919,"1","0","0","3","7",1430,0,1992,0,"0"
2482500040,199900,5,1.75,1798,11232,"1","0","0","3","7",1798,0,1967,0,"0"
2322069175,319502,3,1.75,1610,38707,"1","0","0","3","7",1610,0,1990,0,"0"
9269200540,429000,3,1.75,2520,5043,"1","0","0","3","8",1260,1260,1957,0,"0"
2843200085,260000,3,1,1910,8710,"1","0","0","3","7",1080,830,1954,0,"0"
5279100680,240000,3,1,1150,4825,"1","0","0","4","6",1150,0,1957,0,"1"
